symboling,normalized-losses,fuel-type,aspiration,num-of-doors,engine-location,wheel-base,length,width,height,curb-weight,num-of-cylinders,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,make audi,make bmw,make chevrolet,make dodge,make honda,make isuzu,make jaguar,make mazda,make mercedes-benz,make mercury,make mitsubishi,make nissan,make peugot,make plymouth,make porsche,make renault,make saab,make subaru,make toyota,make volkswagen,make volvo,Body-Style hardtop,Body-Style hatchback,Body-Style sedan,Body-Style wagon,drive-wheels fwd,drive-wheels rwd,engine-type l,engine-type ohc,engine-type ohcf,engine-type ohcv,engine-type rotor,fuel-system 2bbl,fuel-system 4bbl,fuel-system idi,fuel-system mfi,fuel-system mpfi,fuel-system spdi,fuel-system spfi,horsepower_curbWeight
2,94.0,0,0,1,0,97.3,171.7,65.5,55.7,2300,4,109,3.19,3.4,10.0,100,5500,26,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0.043478260869565216
3,115.0,0,0,0,0,94.5,159.3,64.2,55.6,2254,4,109,3.19,3.4,8.5,90,5500,24,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0.03992901508429459
3,256.0,0,0,0,0,94.5,165.7,64.0,51.4,2221,4,109,3.19,3.4,8.5,90,5500,24,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0.040522287257991896
0,115.0,0,0,1,0,100.4,180.2,66.9,55.1,2661,5,136,3.19,3.4,8.5,110,5500,19,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0.04133784291619692
0,115.0,1,1,1,0,100.4,180.2,66.9,55.1,2579,4,97,3.01,3.4,23.0,68,4500,33,38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.026366808840635907
0,115.0,0,0,1,0,100.4,183.1,66.9,55.1,2563,4,109,3.19,3.4,9.0,88,5500,25,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,0.034334763948497854
-2,103.0,0,0,1,0,104.3,188.8,67.2,56.2,2912,4,141,3.78,3.15,9.5,114,5400,23,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0.03914835164835165
-1,74.0,0,0,1,0,104.3,188.8,67.2,57.5,3034,4,141,3.78,3.15,9.5,114,5400,23,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0.037574159525379035
-2,103.0,0,0,1,0,104.3,188.8,67.2,56.2,2935,4,141,3.78,3.15,9.5,114,5400,24,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0.03884156729131175
-1,74.0,0,0,1,0,104.3,188.8,67.2,57.5,3042,4,141,3.78,3.15,9.5,114,5400,24,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0.03747534516765286
-2,103.0,0,1,1,0,104.3,188.8,67.2,56.2,3045,4,130,3.62,3.15,7.5,162,5100,17,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0.053201970443349754
-1,74.0,0,1,1,0,104.3,188.8,67.2,57.5,3157,4,130,3.62,3.15,7.5,162,5100,17,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0.05131453911941717
-1,95.0,0,0,1,0,109.1,188.8,68.9,55.5,2952,4,141,3.78,3.15,9.5,114,5400,23,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0.03861788617886179
-1,95.0,0,1,1,0,109.1,188.8,68.8,55.5,3049,4,141,3.78,3.15,8.7,160,5300,19,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0.05247622171203673
-1,95.0,0,0,1,0,109.1,188.8,68.9,55.5,3012,6,173,3.58,2.87,8.8,134,5500,18,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0.04448871181938911
-1,95.0,1,1,1,0,109.1,188.8,68.9,55.5,3217,6,145,3.01,3.4,23.0,106,4800,26,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0.032949953372707494
-1,95.0,0,1,1,0,109.1,188.8,68.9,55.5,3062,4,141,3.78,3.15,9.5,114,5400,19,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0.037230568256041804
-1,95.0,0,1,1,0,109.1,188.8,68.9,55.5,3062,4,141,3.78,3.15,9.5,114,5400,19,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0.037230568256041804
